tree,K,distribution,threads,iteration,size,insert,lookup,remove
uVEB32L,32,cluster,1,5,8192,92.4072,46.13,161.487
uVEB32L,32,cluster,1,5,16384,102.625,65.2,101.965
uVEB32L,32,cluster,1,5,32768,90.9058,54.21,96.1609
uVEB32L,32,cluster,1,5,65536,95.9198,76.77,90.0269
uVEB32L,32,cluster,1,5,131072,81.208,86.86,78.5927
uVEB32L,32,cluster,1,5,262144,72.7058,87.87,74.9241
uVEB32L,32,cluster,1,5,524288,71.0367,84.68,67.4856
uVEB32L,32,cluster,1,5,1048576,66.4608,86.54,65.6432
uVEB32L,32,cluster,1,5,2097152,64.6086,86.19,65.2864
uVEB32L,32,cluster,1,6,32,1093.75,44.96,125
uVEB32L,32,cluster,1,6,64,135.938,89.73,103.125
uVEB32L,32,cluster,1,6,128,101.562,58.53,69.5312
uVEB32L,32,cluster,1,6,256,77.3438,42.8,58.9844
uVEB32L,32,cluster,1,6,512,66.2109,42.45,55.2734
uVEB32L,32,cluster,1,6,1024,71.0938,42.51,60.4492
uVEB32L,32,cluster,1,6,2048,81.4453,42.79,72.8027
uVEB32L,32,cluster,1,6,4096,88.7939,44.3,87.9639
uVEB32L,32,cluster,1,6,8192,97.168,50.28,99.5239
uVEB32L,32,cluster,1,6,16384,97.229,50.98,96.7346
uVEB32L,32,cluster,1,6,32768,109.079,80.62,101.816
uVEB32L,32,cluster,1,6,65536,95.6024,49.34,104.428
uVEB32L,32,cluster,1,6,131072,78.1822,52.11,82.9887
uVEB32L,32,cluster,1,6,262144,72.0013,75.21,71.859
uVEB32L,32,cluster,1,6,524288,69.59,78.76,67.8402
uVEB32L,32,cluster,1,6,1048576,68.4299,84.94,66.5397
uVEB32L,32,cluster,1,6,2097152,65.4489,77.54,64.6656
uVEB32L,32,cluster,1,7,32,312.5,43.08,125
uVEB32L,32,cluster,1,7,64,414.062,84.72,107.812
uVEB32L,32,cluster,1,7,128,101.562,43.32,67.9688
uVEB32L,32,cluster,1,7,256,73.8281,66.21,292.188
uVEB32L,32,cluster,1,7,512,1251.76,529.79,116.406
uVEB32L,32,cluster,1,7,1024,71.1914,48.39,64.1602
uVEB32L,32,cluster,1,7,2048,1814.75,105.75,304.492
uVEB32L,32,cluster,1,7,4096,177.637,225.85,117.554
uVEB32L,32,cluster,1,7,8192,261.743,403.15,400.317
uVEB32L,32,cluster,1,7,16384,99.5789,55.4,102.246
uVEB32L,32,cluster,1,7,32768,95.5383,57.71,98.9105
uVEB32L,32,cluster,1,7,65536,87.2864,57.14,97.464
uVEB32L,32,cluster,1,7,131072,77.2736,68.05,81.4377
uVEB32L,32,cluster,1,7,262144,73.4337,78.1,74.72
uVEB32L,32,cluster,1,7,524288,70.6177,82.85,65.6416
uVEB32L,32,cluster,1,7,1048576,66.462,88.39,67.0824
uVEB32L,32,cluster,1,7,2097152,65.9261,88.75,65.3013
uVEB32L,32,cluster,1,8,32,318.75,47.53,125
uVEB32L,32,cluster,1,8,64,150,87.91,98.4375
uVEB32L,32,cluster,1,8,128,196.875,43.73,67.1875
uVEB32L,32,cluster,1,8,256,70.7031,42.45,57.0312
uVEB32L,32,cluster,1,8,512,67.7734,42.66,55.0781
uVEB32L,32,cluster,1,8,1024,71.1914,42.77,62.3047
uVEB32L,32,cluster,1,8,2048,79.9316,43.83,66.1133
uVEB32L,32,cluster,1,8,4096,79.6387,42.91,92.0898
uVEB32L,32,cluster,1,8,8192,87.7197,49.52,114.502
uVEB32L,32,cluster,1,8,16384,90.5884,48.54,95.3308
uVEB32L,32,cluster,1,8,32768,90.921,52.33,91.8945
uVEB32L,32,cluster,1,8,65536,96.3806,70.39,85.4218
uVEB32L,32,cluster,1,8,131072,84.5314,72.97,75.4051
uVEB32L,32,cluster,1,8,262144,76.5236,79.62,74.6506
uVEB32L,32,cluster,1,8,524288,70.9066,80.97,67.5901
uVEB32L,32,cluster,1,8,1048576,70.3517,82.3,65.3549
uVEB32L,32,cluster,1,8,2097152,65.7839,81.25,64.2341
uVEB32L,32,cluster,1,9,32,296.875,43.72,121.875
uVEB32L,32,cluster,1,9,64,120.312,79.07,85.9375
uVEB32L,32,cluster,1,9,128,96.0938,44.72,64.8438
uVEB32L,32,cluster,1,9,256,64.8438,42.71,52.3438
uVEB32L,32,cluster,1,9,512,58.3984,76.07,55.0781
uVEB32L,32,cluster,1,9,1024,64.7461,42.77,56.1523
uVEB32L,32,cluster,1,9,2048,78.3203,42.1,65.625
uVEB32L,32,cluster,1,9,4096,80.6396,43.08,87.7197
uVEB32L,32,cluster,1,9,8192,121.924,53.97,89.6851
uVEB32L,32,cluster,1,9,16384,91.156,51.19,96.637
uVEB32L,32,cluster,1,9,32768,99.3164,52.46,122.501
uVEB32L,32,cluster,1,9,65536,88.9557,60.84,89.0778
uVEB32L,32,cluster,1,9,131072,81.5392,76.87,87.2528
uVEB32L,32,cluster,1,9,262144,74.3019,80.93,73.2952
uVEB32L,32,cluster,1,9,524288,71.7785,83.25,66.9832
uVEB32L,32,cluster,1,9,1048576,66.17,90.81,66.9568
uVEB32L,32,cluster,1,9,2097152,65.1928,81.18,62.6859
uVEB32L,32,cluster,2,0,32,2346.88,44.61,571.875
uVEB32L,32,cluster,2,0,64,487.5,53.18,198.438
uVEB32L,32,cluster,2,0,128,171.875,30.5,99.2188
uVEB32L,32,cluster,2,0,256,190.625,26.15,153.125
uVEB32L,32,cluster,2,0,512,175.977,25.61,159.18
uVEB32L,32,cluster,2,0,1024,184.375,25.6,233.496
uVEB32L,32,cluster,2,0,2048,178.955,28.09,193.604
uVEB32L,32,cluster,2,0,4096,192.896,25.6,203.052
uVEB32L,32,cluster,2,0,8192,210.73,28.64,216.345
uVEB32L,32,cluster,2,0,16384,217.023,28.71,226.709
uVEB32L,32,cluster,2,0,32768,141.364,38.76,132.556
uVEB32L,32,cluster,2,0,65536,173.984,39.51,186.856
uVEB32L,32,cluster,2,0,131072,163.454,39.31,172.957
uVEB32L,32,cluster,2,0,262144,171.592,40.76,152.949
uVEB32L,32,cluster,2,0,524288,132.577,40.76,139.55
uVEB32L,32,cluster,2,0,1048576,138.182,41.12,146.905
uVEB32L,32,cluster,2,0,2097152,151.862,41.35,139.045
uVEB32L,32,cluster,2,1,32,1812.5,26.13,150
uVEB32L,32,cluster,2,1,64,201.562,28.23,145.312
uVEB32L,32,cluster,2,1,128,294.531,29.14,422.656
uVEB32L,32,cluster,2,1,256,226.172,25.21,203.516
uVEB32L,32,cluster,2,1,512,158.203,25.09,142.383
uVEB32L,32,cluster,2,1,1024,204.98,25.62,158.789
uVEB32L,32,cluster,2,1,2048,174.805,25.24,165.332
uVEB32L,32,cluster,2,1,4096,160.425,25.09,145.923
uVEB32L,32,cluster,2,1,8192,158.264,25.21,153.955
uVEB32L,32,cluster,2,1,16384,163.257,27.46,156.879
uVEB32L,32,cluster,2,1,32768,184.335,36.11,184.518
uVEB32L,32,cluster,2,1,65536,159.492,63.1,175.31
uVEB32L,32,cluster,2,1,131072,149.279,42.99,120.438
uVEB32L,32,cluster,2,1,262144,135.774,49.59,150.872
uVEB32L,32,cluster,2,1,524288,128.897,62.78,144.389
uVEB32L,32,cluster,2,1,1048576,145.155,40.53,134.452
uVEB32L,32,cluster,2,1,2097152,145.323,41.21,129.848
uVEB32L,32,cluster,2,2,32,1762.5,25.69,140.625
uVEB32L,32,cluster,2,2,64,248.438,58.68,196.875
uVEB32L,32,cluster,2,2,128,503.125,33.91,145.312
uVEB32L,32,cluster,2,2,256,281.641,28.71,140.234
uVEB32L,32,cluster,2,2,512,160.156,25.08,140.234
uVEB32L,32,cluster,2,2,1024,162.793,24.95,141.504
uVEB32L,32,cluster,2,2,2048,166.113,24.87,146.289
uVEB32L,32,cluster,2,2,4096,160.767,25.02,169.214
uVEB32L,32,cluster,2,2,8192,156.787,25.61,205.859
uVEB32L,32,cluster,2,2,16384,172.632,28.24,164.349
uVEB32L,32,cluster,2,2,32768,161.618,32.78,199.402
uVEB32L,32,cluster,2,2,65536,159.659,33,137.988
uVEB32L,32,cluster,2,2,131072,180.489,44.77,107.774
uVEB32L,32,cluster,2,2,262144,170.803,40.93,115.493
uVEB32L,32,cluster,2,2,524288,136.305,40.66,146.13
uVEB32L,32,cluster,2,2,1048576,150.38,40.61,127.186
uVEB32L,32,cluster,2,2,2097152,136.764,40.42,137.805
uVEB32L,32,cluster,2,3,32,1700,30.12,156.25
uVEB32L,32,cluster,2,3,64,187.5,58.66,268.75
uVEB32L,32,cluster,2,3,128,400,35.96,150
uVEB32L,32,cluster,2,3,256,175.391,25.45,153.516
uVEB32L,32,cluster,2,3,512,166.211,25.49,150.391
uVEB32L,32,cluster,2,3,1024,175.879,25.26,155.371
uVEB32L,32,cluster,2,3,2048,177.051,25.22,180.469
uVEB32L,32,cluster,2,3,4096,178.394,25.33,184.57
uVEB32L,32,cluster,2,3,8192,178.87,25.42,186.658
uVEB32L,32,cluster,2,3,16384,178.815,25.65,193.823
uVEB32L,32,cluster,2,3,32768,182.19,30.89,178.787
uVEB32L,32,cluster,2,3,65536,186.34,39.31,182.413
uVEB32L,32,cluster,2,3,131072,153.027,40.93,163.787
uVEB32L,32,cluster,2,3,262144,159.006,40.66,150.887
uVEB32L,32,cluster,2,3,524288,157.81,40.72,146.576
uVEB32L,32,cluster,2,3,1048576,145.571,40.87,127.789
uVEB32L,32,cluster,2,3,2097152,138.782,41.01,126.824
uVEB32L,32,cluster,2,4,32,1853.12,25.56,143.75
uVEB32L,32,cluster,2,4,64,231.25,53.88,196.875
uVEB32L,32,cluster,2,4,128,921.094,26.95,149.219
uVEB32L,32,cluster,2,4,256,197.266,25.89,149.609
uVEB32L,32,cluster,2,4,512,164.453,28.85,144.336
uVEB32L,32,cluster,2,4,1024,171.191,32.14,148.633
uVEB32L,32,cluster,2,4,2048,185.498,25.55,150.684
uVEB32L,32,cluster,2,4,4096,178.149,29.34,154.224
uVEB32L,32,cluster,2,4,8192,163.184,25.64,172.913
uVEB32L,32,cluster,2,4,16384,160.925,26.19,168.805
uVEB32L,32,cluster,2,4,32768,201.697,37.57,196.964
uVEB32L,32,cluster,2,4,65536,175.07,38.27,181.987
uVEB32L,32,cluster,2,4,131072,156.821,39.11,163.01
uVEB32L,32,cluster,2,4,262144,128.069,41.27,147.938
uVEB32L,32,cluster,2,4,524288,156.391,40.39,135.394
uVEB32L,32,cluster,2,4,1048576,138.337,45.17,132.687
uVEB32L,32,cluster,2,4,2097152,150.621,40.48,142.67
uVEB32L,32,cluster,2,5,32,1825,29.14,150
uVEB32L,32,cluster,2,5,64,232.812,47.43,181.25
uVEB32L,32,cluster,2,5,128,360.938,37.59,153.906
uVEB32L,32,cluster,2,5,256,173.047,25.22,160.938
uVEB32L,32,cluster,2,5,512,156.25,25.27,135.742
uVEB32L,32,cluster,2,5,1024,158.301,24.92,142.676
uVEB32L,32,cluster,2,5,2048,159.717,25.11,152.1
uVEB32L,32,cluster,2,5,4096,165.332,25.01,148.291
uVEB32L,32,cluster,2,5,8192,165.369,26.61,164.868
uVEB32L,32,cluster,2,5,16384,223.572,49.53,140.942
uVEB32L,32,cluster,2,5,32768,159.113,27.61,182.233
uVEB32L,32,cluster,2,5,65536,177.408,37.89,187.84
uVEB32L,32,cluster,2,5,131072,172.572,41.21,161.942
uVEB32L,32,cluster,2,5,262144,161.602,41.06,140.443
uVEB32L,32,cluster,2,5,524288,140.433,40.76,138.815
uVEB32L,32,cluster,2,5,1048576,141.859,42.3,145.93
uVEB32L,32,cluster,2,5,2097152,146.329,47.57,135.789
uVEB32L,32,cluster,2,6,32,731.25,25.92,146.875
uVEB32L,32,cluster,2,6,64,220.312,45.83,171.875
uVEB32L,32,cluster,2,6,128,408.594,34.1,147.656
uVEB32L,32,cluster,2,6,256,162.891,25.16,135.938
uVEB32L,32,cluster,2,6,512,163.867,24.94,143.359
uVEB32L,32,cluster,2,6,1024,163.672,25.03,147.754
uVEB32L,32,cluster,2,6,2048,194.434,25.06,148.584
uVEB32L,32,cluster,2,6,4096,157.178,25.1,150.952
uVEB32L,32,cluster,2,6,8192,177.026,25.09,232.361
uVEB32L,32,cluster,2,6,16384,179.907,28.83,178.693
uVEB32L,32,cluster,2,6,32768,154.05,27.76,194.62
uVEB32L,32,cluster,2,6,65536,149.701,53.55,157.175
uVEB32L,32,cluster,2,6,131072,172.478,44.55,166.588
uVEB32L,32,cluster,2,6,262144,117.839,40.18,163.366
uVEB32L,32,cluster,2,6,524288,145.461,51.66,127.288
uVEB32L,32,cluster,2,6,1048576,147.015,40.63,139.215
uVEB32L,32,cluster,2,6,2097152,137.665,40.25,136.777
uVEB32L,32,cluster,2,7,32,1875,25.39,143.75
uVEB32L,32,cluster,2,7,64,210.938,31.11,318.75
uVEB32L,32,cluster,2,7,128,394.531,36.64,162.5
uVEB32L,32,cluster,2,7,256,182.812,28.47,161.719
uVEB32L,32,cluster,2,7,512,179.102,24.99,222.461
uVEB32L,32,cluster,2,7,1024,175,24.94,231.445
uVEB32L,32,cluster,2,7,2048,188.379,28.15,188.916
uVEB32L,32,cluster,2,7,4096,211.475,28.58,191.65
uVEB32L,32,cluster,2,7,8192,195.984,31.88,206.921
uVEB32L,32,cluster,2,7,16384,197.772,25.52,217.108
uVEB32L,32,cluster,2,7,32768,192.471,27.48,215.244
uVEB32L,32,cluster,2,7,65536,159.645,29.96,188.658
uVEB32L,32,cluster,2,7,131072,161.452,40.23,159.264
uVEB32L,32,cluster,2,7,262144,143.448,40.99,150.119
uVEB32L,32,cluster,2,7,524288,167.857,44.18,131.878
uVEB32L,32,cluster,2,7,1048576,151.974,41.86,148.923
uVEB32L,32,cluster,2,7,2097152,154.355,41.04,143.75
uVEB32L,32,cluster,2,8,32,1546.88,26.85,143.75
uVEB32L,32,cluster,2,8,64,523.438,29.38,165.625
uVEB32L,32,cluster,2,8,128,764.062,33.95,153.125
uVEB32L,32,cluster,2,8,256,175.391,25.27,141.406
uVEB32L,32,cluster,2,8,512,234.375,25.53,155.078
uVEB32L,32,cluster,2,8,1024,205.957,25.08,142.578
uVEB32L,32,cluster,2,8,2048,170.166,24.98,142.871
uVEB32L,32,cluster,2,8,4096,158.105,24.78,148.267
uVEB32L,32,cluster,2,8,8192,160.01,24.97,155.591
uVEB32L,32,cluster,2,8,16384,152.136,25.26,174.896
uVEB32L,32,cluster,2,8,32768,152.652,42.17,146.677
uVEB32L,32,cluster,2,8,65536,165.399,42.11,184.193
uVEB32L,32,cluster,2,8,131072,148.789,43.48,107.259
uVEB32L,32,cluster,2,8,262144,181.565,47.12,104.712
uVEB32L,32,cluster,2,8,524288,131.086,44.89,125.106
uVEB32L,32,cluster,2,8,1048576,111.729,44.28,130.111
uVEB32L,32,cluster,2,8,2097152,129.888,40.96,138.525
uVEB32L,32,cluster,2,9,32,2006.25,26.72,140.625
uVEB32L,32,cluster,2,9,64,251.562,31.96,187.5
uVEB32L,32,cluster,2,9,128,506.25,38.52,157.812
uVEB32L,32,cluster,2,9,256,239.453,33.22,140.234
uVEB32L,32,cluster,2,9,512,198.828,25.12,149.805
uVEB32L,32,cluster,2,9,1024,171.68,24.95,141.504
uVEB32L,32,cluster,2,9,2048,170.801,24.99,145.166
uVEB32L,32,cluster,2,9,4096,178.516,25.21,171.118
uVEB32L,32,cluster,2,9,8192,178.894,25.35,178.101
uVEB32L,32,cluster,2,9,16384,199.725,47.37,185.657
uVEB32L,32,cluster,2,9,32768,151.99,27.41,165.533
uVEB32L,32,cluster,2,9,65536,174.802,32.06,188.593
uVEB32L,32,cluster,2,9,131072,155.712,39.25,164.85
uVEB32L,32,cluster,2,9,262144,158.965,40.07,150.003
uVEB32L,32,cluster,2,9,524288,153.987,40.36,129
uVEB32L,32,cluster,2,9,1048576,140.45,68.6,136.17
uVEB32L,32,cluster,2,9,2097152,132.639,40.93,139.997
uVEB32L,32,cluster,3,0,32,4643.75,17.74,262.5
uVEB32L,32,cluster,3,0,64,371.875,43.71,418.75
uVEB32L,32,cluster,3,0,128,246.094,23.64,195.312
uVEB32L,32,cluster,3,0,256,282.812,17.41,179.297
uVEB32L,32,cluster,3,0,512,203.906,17.22,180.469
uVEB32L,32,cluster,3,0,1024,209.57,20.74,196.777
uVEB32L,32,cluster,3,0,2048,216.602,17.25,206.25
uVEB32L,32,cluster,3,0,4096,226.514,17.33,218.896
uVEB32L,32,cluster,3,0,8192,228.723,17.39,224.207
uVEB32L,32,cluster,3,0,16384,221.515,17.54,229.865
uVEB32L,32,cluster,3,0,32768,224.698,25.77,220.825
uVEB32L,32,cluster,3,0,65536,223.566,26.58,213.759
uVEB32L,32,cluster,3,0,131072,201.643,27.89,209.83
uVEB32L,32,cluster,3,0,262144,194.392,31.02,176.298
uVEB32L,32,cluster,3,0,524288,186.678,31.52,165.509
uVEB32L,32,cluster,3,0,1048576,189.407,27.82,172.065
uVEB32L,32,cluster,3,0,2097152,180.426,30.4,175.243
uVEB32L,32,cluster,3,1,32,2471.88,17.81,234.375
uVEB32L,32,cluster,3,1,64,320.312,22.46,278.125
uVEB32L,32,cluster,3,1,128,450,19.97,313.281
uVEB32L,32,cluster,3,1,256,262.5,17.41,196.875
uVEB32L,32,cluster,3,1,512,219.531,17.57,192.969
uVEB32L,32,cluster,3,1,1024,218.945,17.37,222.461
uVEB32L,32,cluster,3,1,2048,223.779,17.42,207.568
uVEB32L,32,cluster,3,1,4096,225.586,17.31,217.969
uVEB32L,32,cluster,3,1,8192,229.846,17.68,249.512
uVEB32L,32,cluster,3,1,16384,226.935,21.11,221.674
uVEB32L,32,cluster,3,1,32768,223.276,29.26,197.476
uVEB32L,32,cluster,3,1,65536,215.756,30.76,218.112
uVEB32L,32,cluster,3,1,131072,173.623,30.46,197.095
uVEB32L,32,cluster,3,1,262144,192.643,28.19,192.763
uVEB32L,32,cluster,3,1,524288,193.304,31.38,177.944
uVEB32L,32,cluster,3,1,1048576,186.809,31.52,174.436
uVEB32L,32,cluster,3,1,2097152,180.428,27.99,174.246
uVEB32L,32,cluster,3,2,32,2496.88,17.89,225
uVEB32L,32,cluster,3,2,64,298.438,18.66,218.75
uVEB32L,32,cluster,3,2,128,527.344,22,171.875
uVEB32L,32,cluster,3,2,256,394.531,17.62,200.391
uVEB32L,32,cluster,3,2,512,216.602,17.39,186.328
uVEB32L,32,cluster,3,2,1024,217.578,17.48,197.656
uVEB32L,32,cluster,3,2,2048,226.514,17.33,208.057
uVEB32L,32,cluster,3,2,4096,229.858,20.99,220.19
uVEB32L,32,cluster,3,2,8192,222.253,17.37,226.416
uVEB32L,32,cluster,3,2,16384,240.686,23.86,222.815
uVEB32L,32,cluster,3,2,32768,216.223,20.35,247.153
uVEB32L,32,cluster,3,2,65536,201.953,30.9,204.118
uVEB32L,32,cluster,3,2,131072,191.608,30.71,188.991
uVEB32L,32,cluster,3,2,262144,204.413,28.64,193.079
uVEB32L,32,cluster,3,2,524288,174.677,34.06,171.369
uVEB32L,32,cluster,3,2,1048576,201.679,28.64,175.126
uVEB32L,32,cluster,3,2,2097152,183.756,31.59,173.202
uVEB32L,32,cluster,3,3,32,2571.88,22.12,278.125
uVEB32L,32,cluster,3,3,64,1032.81,47.85,220.312
uVEB32L,32,cluster,3,3,128,255.469,17.71,292.188
uVEB32L,32,cluster,3,3,256,310.156,17.36,182.031
uVEB32L,32,cluster,3,3,512,222.461,17.26,276.953
uVEB32L,32,cluster,3,3,1024,181.934,17.99,154.883
uVEB32L,32,cluster,3,3,2048,213.428,17.81,204.395
uVEB32L,32,cluster,3,3,4096,188.208,18.22,170.63
uVEB32L,32,cluster,3,3,8192,194.031,18.53,175.854
uVEB32L,32,cluster,3,3,16384,188.843,18.74,182.953
uVEB32L,32,cluster,3,3,32768,195.798,28.79,181.827
uVEB32L,32,cluster,3,3,65536,221.872,27.32,204.614
uVEB32L,32,cluster,3,3,131072,208.714,27.85,186.836
uVEB32L,32,cluster,3,3,262144,180.022,31.7,150.68
uVEB32L,32,cluster,3,3,524288,181.409,27.93,165.667
uVEB32L,32,cluster,3,3,1048576,194.3,27.75,175.079
uVEB32L,32,cluster,3,3,2097152,187.943,31.22,168.675
uVEB32L,32,cluster,3,4,32,2612.5,17.9,253.125
uVEB32L,32,cluster,3,4,64,382.812,17.46,209.375
uVEB32L,32,cluster,3,4,128,305.469,17.4,210.938
uVEB32L,32,cluster,3,4,256,284.375,17.3,199.609
uVEB32L,32,cluster,3,4,512,219.336,17.4,201.172
uVEB32L,32,cluster,3,4,1024,221.289,17.31,226.758
uVEB32L,32,cluster,3,4,2048,234.473,17.51,222.314
uVEB32L,32,cluster,3,4,4096,286.206,25.85,208.838
uVEB32L,32,cluster,3,4,8192,194.666,18.75,181.458
uVEB32L,32,cluster,3,4,16384,187.952,18.82,178.052
uVEB32L,32,cluster,3,4,32768,204.034,28.6,247.678
uVEB32L,32,cluster,3,4,65536,218.364,26.67,196.324
uVEB32L,32,cluster,3,4,131072,214.085,32.58,217.263
uVEB32L,32,cluster,3,4,262144,193.041,31.3,199.249
uVEB32L,32,cluster,3,4,524288,161.919,31.71,162.327
uVEB32L,32,cluster,3,4,1048576,192.889,32.7,174.783
uVEB32L,32,cluster,3,4,2097152,184.878,30.66,185.516
uVEB32L,32,cluster,3,5,32,2621.88,18.12,253.125
uVEB32L,32,cluster,3,5,64,450,45.48,243.75
uVEB32L,32,cluster,3,5,128,353.906,17.91,353.906
uVEB32L,32,cluster,3,5,256,221.094,17.32,194.531
uVEB32L,32,cluster,3,5,512,228.125,17.4,190.82
uVEB32L,32,cluster,3,5,1024,218.457,17.5,195.605
uVEB32L,32,cluster,3,5,2048,223.438,17.31,206.006
uVEB32L,32,cluster,3,5,4096,226.221,17.38,215.137
uVEB32L,32,cluster,3,5,8192,224.133,17.24,235.608
uVEB32L,32,cluster,3,5,16384,220.16,17.58,227.844
uVEB32L,32,cluster,3,5,32768,226.764,26.5,224.918
uVEB32L,32,cluster,3,5,65536,181.854,30.19,204.343
uVEB32L,32,cluster,3,5,131072,198.039,31.16,186.978
uVEB32L,32,cluster,3,5,262144,179.582,31.94,177.412
uVEB32L,32,cluster,3,5,524288,193.431,28.1,164.382
uVEB32L,32,cluster,3,5,1048576,168.892,31.72,173.148
uVEB32L,32,cluster,3,5,2097152,195.321,28.53,170.124
uVEB32L,32,cluster,3,6,32,2581.25,18.46,240.625
uVEB32L,32,cluster,3,6,64,534.375,33.35,248.438
uVEB32L,32,cluster,3,6,128,310.156,22.88,186.719
uVEB32L,32,cluster,3,6,256,221.094,17.61,196.484
uVEB32L,32,cluster,3,6,512,218.75,17.39,189.062
uVEB32L,32,cluster,3,6,1024,225.195,17.33,196.973
uVEB32L,32,cluster,3,6,2048,236.279,17.47,208.105
uVEB32L,32,cluster,3,6,4096,226.123,17.24,215.625
uVEB32L,32,cluster,3,6,8192,228.418,17.5,222.034
uVEB32L,32,cluster,3,6,16384,226.666,27.41,190.271
uVEB32L,32,cluster,3,6,32768,218.549,19.12,246.252
uVEB32L,32,cluster,3,6,65536,227.957,29.49,194.249
uVEB32L,32,cluster,3,6,131072,221.395,43.85,205.035
uVEB32L,32,cluster,3,6,262144,187.323,29.57,184.357
uVEB32L,32,cluster,3,6,524288,175.439,31.38,159.04
uVEB32L,32,cluster,3,6,1048576,181.481,27.86,162.885
uVEB32L,32,cluster,3,6,2097152,188.392,28.4,177.433
uVEB32L,32,cluster,3,7,32,2603.12,17.73,234.375
uVEB32L,32,cluster,3,7,64,996.875,50.01,179.688
uVEB32L,32,cluster,3,7,128,276.562,22.65,182.031
uVEB32L,32,cluster,3,7,256,208.594,17.71,183.984
uVEB32L,32,cluster,3,7,512,211.523,17.2,183.789
uVEB32L,32,cluster,3,7,1024,219.336,17.24,192.871
uVEB32L,32,cluster,3,7,2048,222.461,17.21,233.887
uVEB32L,32,cluster,3,7,4096,187.769,18.23,168.359
uVEB32L,32,cluster,3,7,8192,186.621,18.52,189.209
uVEB32L,32,cluster,3,7,16384,183.405,18.93,176.154
uVEB32L,32,cluster,3,7,32768,213.632,25.98,238.565
uVEB32L,32,cluster,3,7,65536,188.559,30.85,201.019
uVEB32L,32,cluster,3,7,131072,205.653,31.44,184.1
uVEB32L,32,cluster,3,7,262144,160.73,31.15,187.537
uVEB32L,32,cluster,3,7,524288,183.578,31.23,178.069
uVEB32L,32,cluster,3,7,1048576,193.304,31.4,178.113
uVEB32L,32,cluster,3,7,2097152,184.444,28.96,175.727
uVEB32L,32,cluster,3,8,32,2206.25,20.2,240.625
uVEB32L,32,cluster,3,8,64,809.375,33.11,256.25
uVEB32L,32,cluster,3,8,128,257.031,18.1,471.875
uVEB32L,32,cluster,3,8,256,244.922,17.63,188.281
uVEB32L,32,cluster,3,8,512,216.797,17.35,190.234
uVEB32L,32,cluster,3,8,1024,238.379,20.99,149.316
uVEB32L,32,cluster,3,8,2048,185.059,20.79,166.699
uVEB32L,32,cluster,3,8,4096,182.617,25.76,163.916
uVEB32L,32,cluster,3,8,8192,170.227,20.81,163.953
uVEB32L,32,cluster,3,8,16384,162.28,21.17,167.871
uVEB32L,32,cluster,3,8,32768,198.59,29.14,214.969
uVEB32L,32,cluster,3,8,65536,193.701,33.78,204.198
uVEB32L,32,cluster,3,8,131072,201.672,30.48,165.068
uVEB32L,32,cluster,3,8,262144,202.816,27.86,183.301
uVEB32L,32,cluster,3,8,524288,164.611,31.56,154.073
uVEB32L,32,cluster,3,8,1048576,163.704,28.21,157.876
uVEB32L,32,cluster,3,8,2097152,183.006,28.89,172.013
uVEB32L,32,cluster,3,9,32,1859.38,17.46,256.25
uVEB32L,32,cluster,3,9,64,1278.12,38.22,1075
uVEB32L,32,cluster,3,9,128,257.031,22.61,208.594
uVEB32L,32,cluster,3,9,256,256.25,17.39,193.75
uVEB32L,32,cluster,3,9,512,222.461,17.3,192.773
uVEB32L,32,cluster,3,9,1024,228.223,17.3,200.684
uVEB32L,32,cluster,3,9,2048,232.08,17.27,207.178
uVEB32L,32,cluster,3,9,4096,232.056,17.33,224.536
uVEB32L,32,cluster,3,9,8192,229.395,17.27,235.815
uVEB32L,32,cluster,3,9,16384,249.017,30.78,181.427
uVEB32L,32,cluster,3,9,32768,195.276,23.42,223.517
uVEB32L,32,cluster,3,9,65536,217.767,27.13,215.331
uVEB32L,32,cluster,3,9,131072,210.509,27.63,165.836
uVEB32L,32,cluster,3,9,262144,187.315,35.02,170.118
uVEB32L,32,cluster,3,9,524288,190.288,31.29,185.394
uVEB32L,32,cluster,3,9,1048576,191.471,31.7,174.649
uVEB32L,32,cluster,3,9,2097152,185.847,28.25,176.811
uVEB32L,32,cluster,4,0,32,5603.12,14.11,296.875
uVEB32L,32,cluster,4,0,64,315.625,16.77,312.5
uVEB32L,32,cluster,4,0,128,428.906,15.86,214.844
uVEB32L,32,cluster,4,0,256,302.344,13.98,196.094
uVEB32L,32,cluster,4,0,512,234.57,14.04,190.625
uVEB32L,32,cluster,4,0,1024,228.711,17.47,203.516
uVEB32L,32,cluster,4,0,2048,247.266,14.05,221.484
uVEB32L,32,cluster,4,0,4096,248.804,14.37,238.013
uVEB32L,32,cluster,4,0,8192,253.467,14.39,245.288
uVEB32L,32,cluster,4,0,16384,240.472,14.73,272.992
uVEB32L,32,cluster,4,0,32768,228.5,16.35,270.349
uVEB32L,32,cluster,4,0,65536,232.619,28.23,222.276
uVEB32L,32,cluster,4,0,131072,205.032,21.45,214.377
uVEB32L,32,cluster,4,0,262144,201.2,25.02,200.636
uVEB32L,32,cluster,4,0,524288,225.079,21.9,200.258
uVEB32L,32,cluster,4,0,1048576,206.966,81.99,209.024
uVEB32L,32,cluster,4,0,2097152,208.104,22.32,201.52
uVEB32L,32,cluster,4,1,32,2665.62,13.86,340.625
uVEB32L,32,cluster,4,1,64,234.375,32.47,264.062
